identifier,size,path,session_time,session_id,experiment_id,container_id,group,group_count,imaging_depth,location,fov_height,fov_width,specimen_name,sex,age,genotype,stim_types,n_rois,session_end
2b16c329-a2f2-44c0-917f-d2485eca5fb7,4008765509,sub-644972/sub-644972_ses-1238929581-acq-1239101628_image+ophys.nwb,2023-01-11 16:33:05.503000+00:00,1238929581,1239101628,0,3,4,288,VISpm,512,512,644972,M,P162.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'movie_flower_rev_fwd_presentations', 'movie_worms_rev_fwd_presentations', 'movie_flower_fwd_rev_presentations', 'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_rev_fwd_presentations', 'movie_touch_of_evil_rev_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'movie_worms_fwd_rev_presentations', 'movie_flower_rev_presentations', 'movie_worms_rev_presentations', 'fixed_gabors_presentations', 'movie_touch_of_evil_fwd_rev_presentations'}",None,3937.19637
c1a7d88e-2a7d-463e-a73d-b46eaea61593,1079474009,sub-644972/sub-644972_ses-1237338784-acq-1237809217_image+ophys.nwb,2023-01-04 16:58:58.862000+00:00,1237338784,1237809217,0,0,4,20,VISp,512,512,644972,M,P155.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",6,3941.946
dff85610-18b0-4d72-8ebd-5639516fe0b7,1073642857,sub-644972/sub-644972_ses-1237338784-acq-1237809220_image+ophys.nwb,2023-01-04 16:58:58.862000+00:00,1237338784,1237809220,0,1,4,25,VISam,512,512,644972,M,P155.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",1,3941.946
ee3b7520-6ac7-49ea-88b3-022d5be7816b,1069138065,sub-644972/sub-644972_ses-1237338784-acq-1237809223_image+ophys.nwb,2023-01-04 16:58:58.862000+00:00,1237338784,1237809223,0,2,4,30,VISl,512,512,644972,M,P155.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",None,3941.946
a81fd01e-36be-4eff-a3f1-379201a95bf4,1144934234,sub-644972/sub-644972_ses-1237338784-acq-1237809219_image+ophys.nwb,2023-01-04 16:58:58.862000+00:00,1237338784,1237809219,0,0,4,295,VISp,512,512,644972,M,P155.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",62,3941.946
77bee3bf-f961-4d0e-ae33-5177668a3395,1079478897,sub-644972/sub-644972_ses-1237338784-acq-1237809227_image+ophys.nwb,2023-01-04 16:58:58.862000+00:00,1237338784,1237809227,0,3,4,18,VISpm,512,512,644972,M,P155.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",6,3941.946
42bad904-bd53-4696-bac6-eb3b9826da0c,1069186000,sub-644972/sub-644972_ses-1237558566-acq-1237712753_image+ophys.nwb,2023-01-05 17:01:03.023000+00:00,1237558566,1237712753,0,2,4,318,VISl,512,512,644972,M,P156.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",None,3946.23896
1c1ad766-76d9-4826-a31d-5decd2d75a31,1069186000,sub-644972/sub-644972_ses-1237558566-acq-1237712746_image+ophys.nwb,2023-01-05 17:01:03.023000+00:00,1237558566,1237712746,0,0,4,285,VISp,512,512,644972,M,P156.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",None,3946.23896
c04a55a1-a531-4955-ac45-2aa4981f7a63,1069186000,sub-644972/sub-644972_ses-1237558566-acq-1237712751_image+ophys.nwb,2023-01-05 17:01:03.023000+00:00,1237558566,1237712751,0,2,4,29,VISl,512,512,644972,M,P156.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",None,3946.23896
bc995d45-0846-42da-9e46-b2d19217ed67,1091164247,sub-644972/sub-644972_ses-1237081845-acq-1237345895_image+ophys.nwb,2023-01-03 17:03:30.439000+00:00,1237081845,1237345895,0,1,4,300,VISam,512,512,644972,M,P154.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",16,3941.50602
377c141d-e373-4b5c-855a-0a38fa579b77,1069186000,sub-644972/sub-644972_ses-1237558566-acq-1237712754_image+ophys.nwb,2023-01-05 17:01:03.023000+00:00,1237558566,1237712754,0,3,4,19,VISpm,512,512,644972,M,P156.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",None,3946.23896
37a596c4-8a7f-4b13-88ec-2c7117b5ac9c,1069186000,sub-644972/sub-644972_ses-1237558566-acq-1237712747_image+ophys.nwb,2023-01-05 17:01:03.023000+00:00,1237558566,1237712747,0,1,4,14,VISam,512,512,644972,M,P156.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",None,3946.23896
e51577db-798c-491d-a9c7-6c7f601e16f5,1069186000,sub-644972/sub-644972_ses-1237558566-acq-1237712744_image+ophys.nwb,2023-01-05 17:01:03.023000+00:00,1237558566,1237712744,0,0,4,17,VISp,512,512,644972,M,P156.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",None,3946.23896
8dc3db02-59c9-4668-b4f3-44c259e89fb7,1141408516,sub-644972/sub-644972_ses-1237081845-acq-1237345892_image+ophys.nwb,2023-01-03 17:03:30.439000+00:00,1237081845,1237345892,0,0,4,291,VISp,512,512,644972,M,P154.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",59,3941.50602
12560c7f-387c-41d4-a252-0ca6ea17d103,1125068049,sub-644972/sub-644972_ses-1237338784-acq-1237809226_image+ophys.nwb,2023-01-04 16:58:58.862000+00:00,1237338784,1237809226,0,2,4,319,VISl,512,512,644972,M,P155.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",45,3941.946
f1ad503e-72bf-483f-96d8-83ece9fa46de,1106338662,sub-644972/sub-644972_ses-1237338784-acq-1237809222_image+ophys.nwb,2023-01-04 16:58:58.862000+00:00,1237338784,1237809222,0,1,4,295,VISam,512,512,644972,M,P155.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",29,3941.946
25a2a11b-6aa9-4503-bfad-37758e5a5dd6,1069138892,sub-644972/sub-644972_ses-1237081845-acq-1237345896_image+ophys.nwb,2023-01-03 17:03:30.439000+00:00,1237081845,1237345896,0,2,4,31,VISl,512,512,644972,M,P154.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",None,3941.50602
9b973f19-bd0e-4442-beaa-7c873a2ec109,1069138892,sub-644972/sub-644972_ses-1237081845-acq-1237345893_image+ophys.nwb,2023-01-03 17:03:30.439000+00:00,1237081845,1237345893,0,1,4,15,VISam,512,512,644972,M,P154.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",None,3941.50602
9f5b8a2d-5619-4f9f-b61e-b5f532e990c4,1121539721,sub-644972/sub-644972_ses-1237338784-acq-1237809229_image+ophys.nwb,2023-01-04 16:58:58.862000+00:00,1237338784,1237809229,0,3,4,297,VISpm,512,512,644972,M,P155.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",42,3941.946
438219a6-7fcf-49f5-a765-da87280dca97,1075969725,sub-644972/sub-644972_ses-1237081845-acq-1237345890_image+ophys.nwb,2023-01-03 17:03:30.439000+00:00,1237081845,1237345890,0,0,4,15,VISp,512,512,644972,M,P154.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",3,3941.50602
c0b70568-2fb3-461e-a62b-6bbae5ef8852,1113327386,sub-644972/sub-644972_ses-1237081845-acq-1237345901_image+ophys.nwb,2023-01-03 17:03:30.439000+00:00,1237081845,1237345901,0,3,4,300,VISpm,512,512,644972,M,P154.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",35,3941.50602
a429a718-4a92-4c30-b515-d2092720333a,1069186000,sub-644972/sub-644972_ses-1237558566-acq-1237712756_image+ophys.nwb,2023-01-05 17:01:03.023000+00:00,1237558566,1237712756,0,3,4,298,VISpm,512,512,644972,M,P156.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",None,3946.23896
77ce4e3c-d3f4-447f-8d81-7bd6c26f6819,1069186000,sub-644972/sub-644972_ses-1237558566-acq-1237712750_image+ophys.nwb,2023-01-05 17:01:03.023000+00:00,1237558566,1237712750,0,1,4,298,VISam,512,512,644972,M,P156.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",None,3946.23896
88bce3f1-6939-4658-bda4-703dcf4e4ba8,1077138660,sub-644972/sub-644972_ses-1237081845-acq-1237345899_image+ophys.nwb,2023-01-03 17:03:30.439000+00:00,1237081845,1237345899,0,3,4,20,VISpm,512,512,644972,M,P154.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",4,3941.50602
45ecea97-66a8-466c-acb2-45d4cfa2f761,1092332920,sub-644972/sub-644972_ses-1237081845-acq-1237345898_image+ophys.nwb,2023-01-03 17:03:30.439000+00:00,1237081845,1237345898,0,2,4,324,VISl,512,512,644972,M,P154.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'fixed_gabors_presentations'}",17,3941.50602
9662964b-e2b2-43fc-84b4-a5e6dfe0a521,4008767279,sub-644972/sub-644972_ses-1238698227-acq-1238864968_image+ophys.nwb,2023-01-10 16:21:53.693000+00:00,1238698227,1238864968,0,0,4,16,VISp,512,512,644972,M,P161.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'movie_flower_rev_fwd_presentations', 'movie_worms_rev_fwd_presentations', 'movie_flower_fwd_rev_presentations', 'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_rev_fwd_presentations', 'movie_touch_of_evil_rev_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'movie_worms_fwd_rev_presentations', 'movie_flower_rev_presentations', 'movie_worms_rev_presentations', 'fixed_gabors_presentations', 'movie_touch_of_evil_fwd_rev_presentations'}",None,3937.20052
e40b49c7-4603-4add-80bd-b4c1409fd064,4008767279,sub-644972/sub-644972_ses-1238698227-acq-1238864971_image+ophys.nwb,2023-01-10 16:21:53.693000+00:00,1238698227,1238864971,0,1,4,12,VISam,512,512,644972,M,P161.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'movie_flower_rev_fwd_presentations', 'movie_worms_rev_fwd_presentations', 'movie_flower_fwd_rev_presentations', 'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_rev_fwd_presentations', 'movie_touch_of_evil_rev_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'movie_worms_fwd_rev_presentations', 'movie_flower_rev_presentations', 'movie_worms_rev_presentations', 'fixed_gabors_presentations', 'movie_touch_of_evil_fwd_rev_presentations'}",None,3937.20052
1375a130-f270-4ded-b56b-e43e52cc4124,4008819552,sub-644972/sub-644972_ses-1238455470-acq-1238610263_image+ophys.nwb,2023-01-09 16:25:46.633000+00:00,1238455470,1238610263,0,0,4,19,VISp,512,512,644972,M,P160.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'movie_flower_rev_fwd_presentations', 'movie_worms_rev_fwd_presentations', 'movie_flower_fwd_rev_presentations', 'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_rev_fwd_presentations', 'movie_touch_of_evil_rev_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'movie_worms_fwd_rev_presentations', 'movie_flower_rev_presentations', 'movie_worms_rev_presentations', 'fixed_gabors_presentations', 'movie_touch_of_evil_fwd_rev_presentations'}",None,3938.25048
bb2f128a-6dd8-463c-b181-20af23a6cab5,4008767279,sub-644972/sub-644972_ses-1238698227-acq-1238864970_image+ophys.nwb,2023-01-10 16:21:53.693000+00:00,1238698227,1238864970,0,0,4,286,VISp,512,512,644972,M,P161.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'movie_flower_rev_fwd_presentations', 'movie_worms_rev_fwd_presentations', 'movie_flower_fwd_rev_presentations', 'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_rev_fwd_presentations', 'movie_touch_of_evil_rev_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'movie_worms_fwd_rev_presentations', 'movie_flower_rev_presentations', 'movie_worms_rev_presentations', 'fixed_gabors_presentations', 'movie_touch_of_evil_fwd_rev_presentations'}",None,3937.20052
4eda9980-0c09-470a-8b40-06173c91601b,4008765509,sub-644972/sub-644972_ses-1238929581-acq-1239101626_image+ophys.nwb,2023-01-11 16:33:05.503000+00:00,1238929581,1239101626,0,3,4,24,VISpm,512,512,644972,M,P162.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'movie_flower_rev_fwd_presentations', 'movie_worms_rev_fwd_presentations', 'movie_flower_fwd_rev_presentations', 'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_rev_fwd_presentations', 'movie_touch_of_evil_rev_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'movie_worms_fwd_rev_presentations', 'movie_flower_rev_presentations', 'movie_worms_rev_presentations', 'fixed_gabors_presentations', 'movie_touch_of_evil_fwd_rev_presentations'}",None,3937.19637
8492d2d1-f3b6-4b82-82e4-9a746a9aaf02,4008819552,sub-644972/sub-644972_ses-1238455470-acq-1238610265_image+ophys.nwb,2023-01-09 16:25:46.633000+00:00,1238455470,1238610265,0,0,4,286,VISp,512,512,644972,M,P160.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'movie_flower_rev_fwd_presentations', 'movie_worms_rev_fwd_presentations', 'movie_flower_fwd_rev_presentations', 'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_rev_fwd_presentations', 'movie_touch_of_evil_rev_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'movie_worms_fwd_rev_presentations', 'movie_flower_rev_presentations', 'movie_worms_rev_presentations', 'fixed_gabors_presentations', 'movie_touch_of_evil_fwd_rev_presentations'}",None,3938.25048
e86b5f3f-dfb4-47f4-ac7c-f1b1dd748775,4008767279,sub-644972/sub-644972_ses-1238698227-acq-1238864973_image+ophys.nwb,2023-01-10 16:21:53.693000+00:00,1238698227,1238864973,0,1,4,297,VISam,512,512,644972,M,P161.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'movie_flower_rev_fwd_presentations', 'movie_worms_rev_fwd_presentations', 'movie_flower_fwd_rev_presentations', 'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_rev_fwd_presentations', 'movie_touch_of_evil_rev_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'movie_worms_fwd_rev_presentations', 'movie_flower_rev_presentations', 'movie_worms_rev_presentations', 'fixed_gabors_presentations', 'movie_touch_of_evil_fwd_rev_presentations'}",None,3937.20052
998dfe6c-c958-4fc3-a380-04eea3c9f2de,4008819552,sub-644972/sub-644972_ses-1238455470-acq-1238610271_image+ophys.nwb,2023-01-09 16:25:46.633000+00:00,1238455470,1238610271,0,2,4,317,VISl,512,512,644972,M,P160.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'movie_flower_rev_fwd_presentations', 'movie_worms_rev_fwd_presentations', 'movie_flower_fwd_rev_presentations', 'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_rev_fwd_presentations', 'movie_touch_of_evil_rev_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'movie_worms_fwd_rev_presentations', 'movie_flower_rev_presentations', 'movie_worms_rev_presentations', 'fixed_gabors_presentations', 'movie_touch_of_evil_fwd_rev_presentations'}",None,3938.25048
209a4a17-6adf-4021-a5ef-f5b06b3b6d59,4008767279,sub-644972/sub-644972_ses-1238698227-acq-1238864976_image+ophys.nwb,2023-01-10 16:21:53.693000+00:00,1238698227,1238864976,0,2,4,321,VISl,512,512,644972,M,P161.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'movie_flower_rev_fwd_presentations', 'movie_worms_rev_fwd_presentations', 'movie_flower_fwd_rev_presentations', 'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_rev_fwd_presentations', 'movie_touch_of_evil_rev_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'movie_worms_fwd_rev_presentations', 'movie_flower_rev_presentations', 'movie_worms_rev_presentations', 'fixed_gabors_presentations', 'movie_touch_of_evil_fwd_rev_presentations'}",None,3937.20052
2a95d3f4-86d9-4f68-809d-06a4bd56d31d,4008819552,sub-644972/sub-644972_ses-1238455470-acq-1238610274_image+ophys.nwb,2023-01-09 16:25:46.633000+00:00,1238455470,1238610274,0,3,4,302,VISpm,512,512,644972,M,P160.0D,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"{'movie_flower_rev_fwd_presentations', 'movie_worms_rev_fwd_presentations', 'movie_flower_fwd_rev_presentations', 'spontaneous_presentations', 'rotate_gabors_presentations', 'movie_worms_fwd_presentations', 'movie_touch_of_evil_rev_fwd_presentations', 'movie_touch_of_evil_rev_presentations', 'gratings_presentations', 'movie_flower_fwd_presentations', 'movie_touch_of_evil_fwd_presentations', 'movie_worms_fwd_rev_presentations', 'movie_flower_rev_presentations', 'movie_worms_rev_presentations', 'fixed_gabors_presentations', 'movie_touch_of_evil_fwd_rev_presentations'}",None,3938.25048
